"stock_code","description","total_quantity","total_revenue"
"35910A","MULTICOLOUR EASTER RABBIT","53","103.35"
"84679","CLASSICAL ROSE TABLE LAMP","14","103.30"
"35594","WOODEN CHRISTMAS TREE 3 HANGING","165","103.06"
"84613A","PINK NEW BAROQUE FLOCK CANDLESTICK","22","102.30"
"84968e","S/16 VINTAGE BLACK CUTLERY","4","101.96"
"90125C","TURQUOISE BERTIE GLASS BEAD CHARM","92","101.35"
"72369A","PINK CLEAR GLASS CANDLE PLATE","67","101.29"
"84921","CREAM AND PINK FLOWERS PONY","27","101.25"
"16248B","BLUE HOLE PUNCH","81","101.25"
"85050","FRENCH ENAMEL SOAP DISH WITH LID","48","100.80"
"72821","CUPID SCENTED CANDLE IN GLASS","61","100.65"
"75172","PAINTED SEA SHELL METAL WINDCHIME","97","100.31"
"78027","SEAGRASS S/2 CORNER LAUNDRY","6","100.15"
"23611","SET 10 CARDS RED RIDING HOOD 17214","40","99.60"
"23464","VINTAGE ZINC WATERING CAN SMALL","18","99.20"
"37471","MULTICOLOUR DOTS PLATE","692","99.02"
"23465","TUSCAN VILLA FEEDING STATION","12","99.00"
"23191","BUNDLE OF 3 RETRO EXERCISE BOOKS","60","99.00"
"23466","TUSCAN VILLA DOVECOTE","12","99.00"
"22736","RIBBON REEL, MAKING SNOWMEN","60","99.00"
"21266","VINTAGE SILVER TINSEL REEL","23","98.90"
"90169","DAISY HAIR COMB","39","98.87"
"37471","MULTICOLOUR POLKADOT PLATE","713","98.83"
"84575A","PINK DOG CANNISTER","24","98.80"
"22878","NUMBER TILE COTTAGE GARDEN, No","45","98.72"
"90163B","WHITE ROSEBUD & PEARL NECKLACE","13","98.45"
"84705D","CHERRY BLOSSOM PHOTO FRAME","22","97.90"
"16161G","WRAP BAD HAIR DAY","975","97.50"
"90150","BLUE SHELL+SILVER NECKLACE","13","97.50"
"90067A","PINK VINTAGE VICTORIAN EARRINGS","33","97.24"
"20861","GOLD COSMETIC BAG PINK STAR","46","96.60"
"20697","LITTLE GREEN MONSTER SOFT TOY","40","96.60"
"84465","15 PINK FLUFFY CHICKS IN BOX","32","96.51"
"85132b","CHARLIE AND LOLA TABLE TINS","10","95.84"
"17084J","LOVE POTION MASALA INCENSE","456","95.76"
"84559a","3D SHEET OF DOG STICKERS","57","95.70"
"48103","DOOR MAT KISS MY.......","13","95.15"
"72606A","BROWN ANTIQUE CUBE CANDLE","226","94.92"
"21241","GREEN POLKADOT CUP","111","94.35"
"20622","VIP PASSPORT COVER","43","94.04"
"23402","HOME SWEEET HOME 3 PEG HANGER","25","93.75"
"90214R","LETTER ""R"" BLING KEY RING","91","93.73"
"22432","WATERING CAN GREEN DINOSAUR","48","93.60"
"90024C","NEW BAROQUE B'FLY NECKLACE GREEN","11","93.48"
"90026A","GLASS BEAD HOOP NECKLACE BLACK","11","93.47"
"90214G","LETTER ""G"" BLING KEY RING","100","93.18"
"81950B","FLOWER BLUE CLOCK W/SUCKER","100","93.10"
"17084A","TRANQUILITY MASALA INCENSE","442","92.82"
"35913B","WHITE/PINK CHICK EASTER DECORATION","100","92.39"
"90075","MONTANA DIAMOND CLUSTER NECKLACE","10","92.18"
"84753A","PINK EAU DE COLOGNE BOTTLE","97","92.17"
"21343","GOLD JEWELERY BOX","20","92.00"
"90089","PINK CRYSTAL SKULL PHONE CHARM","104","91.90"
"85232b","SET OF 3 BABUSHKA STACKING TINS","9","91.53"
"90202C","GREEN ENAMEL FLOWER HAIR TIE","31","91.46"
"90177B","DROP DIAMANTE EARRINGS BLACK DIAMON","31","91.38"
"23075","DOUBLE CERAMIC PARLOUR HOOK","22","91.30"
"90112","PINK DOLLY HAIR CLIPS","84","91.25"
"84437A","S/6 PINK EASTER DECS IN BOX","106","90.95"
"90202A","PURPLE ENAMEL FLOWER HAIR TIE","31","90.90"
"90214D","LETTER ""D"" BLING KEY RING","100","90.82"
"84539","KNITTED RABBIT DOLL","55","90.75"
"81952V","ROUND PURPLE CLOCK W/SUCKER","99","90.52"
"72783","BLACK SIL'T SQU CANDLE PLATE","43","90.30"
"71406C","BLACK ORANGE SQUEEZER","210","89.92"
"84984C","ORIENTAL BLUE C/COVER","13","89.59"
"17013C","ORIGAMI LAVENDER INCENSE IN TUBE","213","89.46"
"79026B","S/4 ICON COASTER,ELVIS LIVES","69","89.25"
"47598","NEW ENGLAND EGG WARMER","138","89.12"
"84388","WISE MAN STAR SHAPE EGG PAN","70","89.04"
"20660","VIP LUGGAGE TAG","71","88.75"
"90162A","ANT SILVER TURQUOISE BOUDICCA RING","30","88.50"
"90059E","DIAMANTE HAIR GRIP PACK/2 RUBY","53","88.31"
"35638A","PINK AND BLACK STRING CURTAIN","39","88.05"
"71495A","CD WALL TIDY BLUE OFFICE","225","87.96"
"84721","MANHATTAN CANVAS ART PICTURE","20","87.80"
"90092","BLUE CRYSTAL BOOT PHONE CHARM","102","87.51"
"84891B","GREEN WIRE GOBLET CANDLEHOLDER","11","87.45"
"37462B","PET MUG, BUDGIE","170","87.28"
"20835","FRENCH LATTICE CUSHION COVER","80","87.02"
"35822B","ACRYLIC BEAD CHAIN, BLUE","229","87.02"
"90088","CRYSTAL KEY+LOCK PHONE CHARM","101","86.70"
"90039C","FIRE POLISHED GLASS BRACELET BLACK","23","86.65"
"23614","SET 10 CARDS 12 DAYS WRAP  17058","26","86.58"
"84424A","FOUR PICTURE WHITE GLASS FRAME","23","86.25"
"35271S","GOLD PRINT PAPER BAG","420","85.97"
"90012B","BLACK DROP CRYSTAL NECKLACE","17","85.90"
"90162D","ANT SILVER PURPLE BOUDICCA RING","29","85.55"
"84454","WOBBLING METAL CHICKEN EASTER","93","85.53"
"85099c","JUMBO  BAG BAROQUE BLACK WHITE","17","85.17"
"22844","DOG FOOD CONTAINER , VINTAGE","10","85.00"
"90026D","GLASS BEAD HOOP NECKLACE AMETHYST","10","85.00"
"35838B","S/6 SILVER ORNAMENETAL CANDLE","100","85.00"
"90001D","ANTIQUE OLIVE GREEN FLOWER EARRINGS","20","84.96"
"84251B","GREETING CARD, STICKY GORDON","319","84.84"
"17027A","INCENSE BAZAAR CANNABIS","228","84.84"
"79051A","SMOKEY GREY COLOUR GLASS","236","84.76"
"46775B","BERRIES CHUNKY KNITTED THROW","5","84.75"
"16051","TEATIME PENCIL W STAMP ASST","941","84.69"
"23456","MEDIUM PARLOUR FRAME","22","84.10"
"84251F","GREETING CARD, RITA","341","83.97"
"90141C","TURQ PENDANT TRIPLE SHELL NECKLACE","16","83.69"
"22016","Dotcomgiftshop Gift Voucher £100.00","1","83.33"
"23442","12 HANGING EGGS HAND PAINTED","40","83.20"
"82605","OLD DOC.RUSSEL METAL SIGN","41","82.94"
"90176D","DIAMANTE NECKLACE PURPLE","11","82.81"
"84030C","KNITTED RAINBOW HOT WATER BOTTLE","21","82.78"
"90002B","FLOWER BURST SILVER RING ROSE","22","82.74"
"90177E","DROP DIAMANTE EARRINGS GREEN","28","82.71"
"90189A","SILVER 2 STRAND NECKLACE-LEAF CHARM","11","82.64"
"90130A","WHITE STONE/CRYSTAL EARRINGS","28","82.51"
"90069","RUBY GLASS CLUSTER NECKLACE","11","82.50"
"21699","SET 5 MINI CHOCOLATE FRIDGE MAGNETS","108","82.44"
"84907","PINK/YELLOW PATCH CUSHION COVER","8","82.34"
"90183B","AMETHYST DROP EARRINGS W LONG BEADS","28","81.93"
"22566","FELTCRAFT HAIRBAND S/2, PINK/PURPLE","96","81.60"
"22579","WOODEN TREE CHRISTMAS SCANDISPOT","96","81.60"
"35610C","WHITE CHRISTMAS FLOCK DROPLET","94","81.56"
"72779","SET/6 BLACK ROSE T-LIGHT CANDLES","48","81.12"
"16201B","PASTEL BLUE PHOTO ALBUM","34","81.10"
"16011","ANIMAL STICKERS","385","80.85"
"90121B","VINTAGE ROSE BEAD BRACELET BLUE","19","80.75"
"22531","MAGIC SLATE CIRCUS PARADE","192","80.64"
"22530","MAGIC SLATE DOLLY GIRL","192","80.64"
"84596I","WRAP SWEETS LIGHT PINK SMALL BOWL","72","80.62"
"17011E","ORIGAMI OPIUM SCENT INCENSE+FLOWER","124","80.60"
"22346","PARTY PIZZA DISH GREEN RETROSPOT","89","80.51"
"DCGS0069","OOH LA LA DOGS COLLAR","5","80.31"
"23370","SET 36 COLOUR PENCILS DOILEY","64","80.00"
"84415B","BLUE FLOCK CUSHION COVER","24","80.00"
"35265","COLOURFUL FLOWER FRUIT BOWL","21","80.00"
"90059F","DIAMANTE HAIR GRIP PACK/2 LT ROSE","48","79.87"
"90206A","GOLD DIAMANTE STAR BROOCH","16","79.60"
"90125B","AQUA BERTIE GLASS BEAD BAG CHARM","44","79.57"
"84795E","RIO PINK STRIPE HAMMOCK","10","79.50"
"84548","CROCHET BEAR RED/BLUE  KEYRING","48","79.20"
"22649","STRAWBERRY CAKE TEAPOT","16","79.20"
"90038B","GLASS AND PAINTED BEADS BRACELET OL","21","79.19"
"90064A","WHITE VINTAGE CRYSTAL EARRINGS","20","79.14"
"90039B","FIRE POLISHED GLASS BRACELET MONTAN","21","78.99"
"90064B","BLACK VINTAGE  CRYSTAL EARRINGS","21","78.75"
"22344","PARTY PIZZA DISH PINK WHITE SPOT","75","78.73"
"35931","PINK STAR CHRISTMAS DECORATION","156","78.12"
"84455","SET OF 3 RABBIT CARROTS EASTER","85","77.96"
"90214H","LETTER ""H"" BLING KEY RING","83","77.71"
"23497","CLASSIC CROME BICYCLE BELL","60","77.40"
"21450","DISTRESSED CANDLE STICK WHITE","13","77.35"
"90176C","DIAMANTE NECKLACE","10","77.00"
"21595","Dad's Cab Electronic Meter","9","76.95"
"84251C","GREETING CARD, TWO SISTERS.","247","76.68"
"84425A","WHITE GLASS TV TRIPLE FRAME","18","76.60"
"85014b","RED/WHITE DOTS RUFFLED UMBRELLA","6","76.60"
"84617","NEW BAROQUE BLACK BOXES","6","76.50"
"90100","NECKLACE+BRACELET SET PINK DAISY","30","76.50"
"90214N","LETTER ""N"" BLING KEY RING","78","76.40"
"90020","FILIGREE DIAMANTE CHAIN","6","76.23"
"90176A","CLASSIC DIAMANTE NECKLACE JET","10","75.88"
"35815P","ACRYLIC JEWEL SNOWFLAKE, PINK","168","75.88"
"22416","SET OF 36 SPACEBOY PAPER DOILIES","51","75.42"
"62043B","BLUE CHECK BAG W HANDLE 34X20CM","54","75.16"
"16161E","WRAP BOUDOIR","750","75.00"
"37399","ASS RETROSPOOF MUGS,SPORTS","143","75.00"
"23061","VINTAGE ENGRAVED HEART","60","75.00"
"72802a","ROSE SCENT CANDLE IN JEWELLED BOX","9","74.97"
"84968d","SET OF 16 VINTAGE RED CUTLERY","3","74.88"
"72807a","SET/3 ROSE CANDLE IN JEWELLED BOX","9","74.79"
"84757","ENCHANTED GARDEN WROUGHT IRON TABLE","5","74.75"
"23068","ALUMINIUM HEART","30","74.70"
"23044","PAPER LANTERN 9 POINT HOLLY STAR 23","18","74.70"
"21267","VINTAGE PINK TINSEL REEL","24","74.60"
"90012A","MIDNIGHT BLUE DROP CRYSTAL NECKLACE","13","74.38"
"84919","L BLUE C/COVER W PINK/YELLOW FLOWER","8","74.31"
"84593","CROCHET ROSE DES CLOTHES HANGER","25","73.75"
"15030","FAN BLACK FRAME","254","73.66"
"90130C","GREEN STONE/CRYSTAL EARRINGS","25","73.62"
"79331","PINK FLOCK GLASS CANDLEHOLDER","60","73.60"
"84447","6 RABBIT CHAIN EASTER","69","72.42"
"90214B","LETTER ""B"" BLING KEY RING","75","72.33"
"84427B","BLACK GLASS TV DOUBLE P/FRAME 15X10","17","72.25"
"90027D","GLASS BEAD HOOP EARRINGS AMETHYST","23","72.18"
"84746","PINK EASTER HENS+FLOWER","23","72.06"
"90031","BILI NUT AND WOOD NECKLACE","52","71.90"
"90038C","GLASS AND BEADS BRACELET IVORY","19","71.46"
"35937","CERISE+GOLD CHRISTMAS STOCKING DEC","188","71.44"
"37509","NEW ENGLAND MUG W GIFT BOX","28","71.40"
"84925C","FAIRY CAKES  WALL THERMOMETER","28","71.40"
"90060D","FIRE POLISHED GLASS NECKL BRONZE","12","71.40"
"17007B","S/3 POT POURI CUSHIONS BLUE COLOURS","34","71.40"
"22950","SET OF 36 VINTAGE CHRISTMAS DOILIES","38","71.27"
"84415A","PINK FLOCK SUEDE CUSHION COVER","27","71.25"
"90037B","TINY CRYSTAL BRACELET GREEN","28","71.17"
"23413","DECROTIVEVINTAGE COFFEE GRINDER BOX","12","71.08"
"90179A","AMBER FINE BEAD NECKLACE W TASSEL","12","71.00"
"84803B","WHITE ALLIUM  ARTIFICIAL FLOWER","42","70.98"
"16256C","HEARTS PENCIL/RUBBER+5 MINI PENCILS","169","70.98"
"84905","PINK BUTTERFLY C/COVER","10","70.82"
"84086B","YELLOW/BLUE RETRO RADIO","24","70.80"
"90187B","GREEN DROP EARRINGS W BEAD CLUSTER","21","70.60"
"20958","PORCELAIN HANGING BELL LARGE","38","70.50"
"90202B","WHITE ENAMEL FLOWER HAIR TIE","24","70.49"
"90050","CRACKED GLAZE NECKLACE IVORY","10","70.16"
"22949","SET OF 36 DOLLY GIRL PAPER DOILIES","45","69.66"
"90131","PINK/AMETHYST/GOLD NECKLACE","10","69.62"
"gift_0001_80","Dotcomgiftshop Gift Voucher £80.00","1","69.56"
"84918","CREAM C/COVER W YELLOW/GREEN FLOWER","10","69.50"
"81952V","ROUND PURPLE CLOCK WITH SUCKER","365","69.35"
"72140F","HAPPY ANNIVERSARY CANDLE LETTERS","175","69.18"
"35916B","BLUE FELT HANGING HEART W FLOWER","57","69.10"
"23040","PAPER LANTERN 9 POINT SNOW STAR","12","69.00"
"90059C","DIAMANTE HAIR GRIP PACK/2 MONTANA","41","68.18"
"71215","METAL BASE FOR CANDLES","177","68.10"
"47420","ASSORTED COLOUR SUCTION CUP HOOK","358","68.02"
"84857A","SILVER MONTE CARLO HANDBAG","8","68.00"
"DCGS0004","HAYNES CAMPER SHOULDER BAG","4","67.94"
"90140","PINK SWEETIE NECKLACE","9","67.90"
"90026B","GLASS BEAD HOOP NECKLACE MONTANA","8","67.82"
"90026C","GLASS BEAD HOOP NECKLACE GREEN","8","67.82"
"20879","TREE OF NOAH FESTIVE SCENTED CANDLE","57","67.80"
"84596e","SMALL LICORICE DES PINK BOWL","27","67.77"
"90002E","FLOWER BURST SILVER RING GREEN","18","67.77"
"84864A","PINK PAISLEY PHOTO ALBUM","7","67.71"
"90078","PINK/WHITE GLASS DEMI CHOKER","9","67.64"
"90024F","NEW BAROQUE B'FLY NECKLACE CRYSTAL","8","67.61"
"84926B","SCOTTS ROSES TILE COASTER","54","67.50"
"47341B","BLUE TABLE RUN FLOWER","48","67.50"
"47504J","ENGLISH ROSE SET/3 GARDEN TOOLS","5","67.25"
"90214P","LETTER ""P"" BLING KEY RING","77","66.59"
"35819P","ACRYLIC HANGING JEWEL,PINK","95","66.55"
"90037A","TINY CRYSTAL BRACELET RED","26","66.31"
"40002","WHITE BAMBOO RIBS LAMPSHADE","78","66.30"
"90037C","TINY CRYSTAL BRACELET BLUE","26","66.08"
"85072","OCCASIONS GIFT CARD ASSORTMENT","120","66.00"
"79329","PINK FLOCK GLASS CANDLEHOLDER","100","65.94"
"84340","LARGE FIBRE OPTIC CHRISTMAS TREE","21","65.76"
"79406","FROSTED WHITE BASE","259","65.62"
"90179B","PURPLE FINE BEAD NECKLACE W TASSEL","11","65.31"
"72812","LARGE ZINC/GLASS CANDLEHOLDER","27","65.23"
"84705A","ENGLISH ROSE PHOTO FRAME","14","65.10"
"47016","LIGHT DECORATION BATTERY OPERATED","31","65.10"
"90141B","IVORY PENDANT TRIPLE SHELL NECKLACE","13","64.94"
"23235","BISCUIT TIN VINTAGE LEAF","24","64.56"
"90046","WHITE WITH METAL BAG CHARM","13","64.35"
"84551","CROCHET DOG KEYRING","39","64.35"
"90074","BLACK DIAMOND CLUSTER NECKLACE","7","64.09"
"23253","16 PC CUTLERY SET PANTRY DESIGN","4","63.80"
"79534","MULTICOLOUR GLASS PLATE","116","63.80"
"84617","NEW BAROQUE BLACK BOXES","5","63.75"
"20791","BLUE TILED SET OF 3 DRAWERS","5","63.75"
"84968B","SET OF 16 VINTAGE IVORY CUTLERY","5","63.75"
"85018A","S/6 PAPER BOXES ROMANTIC IMAGES","15","63.75"
"85018B","S/6 PAPER BOXES BLOSSOM IMAGES","15","63.75"
"22845","CAT FOOD CONTAINER , VINTAGE","10","63.50"
"20905","VINTAGE KEEPSAKE BOX BEAUTY GIRL","10","63.50"
"90205A","LARGE MINT DIAMANTE HAIRSLIDE","38","63.46"
"37491D","PURPLE/BLUE CERAMIC CANDLE HOLDER","26","63.28"
"22987","WRAP , SUMMER ROSE DESIGN","150","63.00"
"72709","IVORY SCULPTED RND CANDLE","74","62.90"
"84529B","BLUE KNITTED KID'S RUCKSACK","13","62.35"
"35607B","BLACK FEATHER CHRISTMAS DECORATION","312","62.30"
"47348A","FUSCHIA VOILE POINTY SHOE DEC","103","62.01"
"84450B","PINK/YELLOW RABBIT SAT EASTER","88","61.92"
"17136A","BLUE STONES ON WIRE FOR CANDLE","743","61.78"
"20620","RED SPOTTY PASSPORT COVER","15","61.76"
"35817B","ACRYLIC JEWEL SNOWFLAKE,BLUE","143","61.30"
"35973","GERANIUM FOLKART HEART DECORATION","49","61.25"
"16151A","FLOWERS HANDBAG blue and orange","49","61.25"
"22565","FELTCRAFT HAIRBANDS PINK + WHITE","72","61.20"
"22578","WOODEN STAR CHRISTMAS SCANDISPOT","72","61.20"
"23541","WALL ART ,PUDDINGS","8","61.20"
"35910B","PINK FLOWERS RABBIT EASTER","29","61.07"
"90214I","LETTER ""I"" BLING KEY RING","62","61.00"
"22537","MAGIC SLATE DINOSAUR","144","60.48"
"84984B","RED PEONY DES C/COVER","13","60.45"
"84875A","PINK SQUARE COMPACT MIRROR","16","60.00"
"22409","TIN CAN BISCUITS DESIGN","48","60.00"
"22619","SET Of 6 SOLDIER SKITTLES","16","60.00"
"22953","BIRTHDAY BANNER TAPE","48","60.00"
"23629","SET 10 CARDS DRESSING UP 17077","24","59.76"
"90021","LASER CUT MULTI STRAND NECKLACE","5","59.75"
"90171","DAISY RING","47","59.65"
"gift_0001_70","Dotcomgiftshop Gift Voucher £70.00","1","59.57"
"84582","PINK CROCHET CAT WITH SCARF","14","59.50"
"44241C","BLUE BUTTERFLY ON SPRING","70","59.50"
"23537","I LOVE LONDON WALL ART","12","59.40"
"35654","VINTAGE BEAD FILLED PINK CUSHION","12","59.40"
"23325","RUSTIC STRAWBERRY JAMPOT SMALL","36","59.40"
"22329","ROUND FOOD CONTAINER S/5 RETROSPOT","36","59.40"
"22973","CHILDRENS CIRCUS PARADE MUG","36","59.40"
"35001B","HAND OPEN SHAPE BLACK","17","59.33"
"90011B","BLACK CRYSTAL DROP EARRINGS","20","59.06"
"22903","CALENDAR FAMILY FAVORITES","20","59.00"
"35909A","RABBIT EASTER DECORATION","20","59.00"
"85023C","PINK LARGE JEWELED PHOTOFRAME","23","58.65"
"81985A","ICON ALARM CLOCK,FUSCHIA  PIN UP","23","58.65"
"90188","DROP EARRINGS W FLOWER & LEAF","23","58.50"
"84984A","GREEN PEONY DES C/COVER","11","58.37"
"84226","HEN HOUSE W FAMILY IN BARN & NEST","77","58.31"
"35816B","ACRYLIC JEWEL ANGEL,BLUE","139","58.07"
"18094C","WHITE/BLUE RECT CERAMIC OIL BURNER","33","58.05"
"17129C","SKY BLUE COLOUR GLASS GEMS IN BAG","86","57.98"
"35821B","JEWELLED DECORATION,BLUE","150","57.00"
"72771B","BURG FLOCK GOLD CUP/CANDLE","117","56.90"
"90212C","PURPLE LAS VEGAS BRACELET ROUND","15","56.25"
"47344B","BLUE FLOWER DES PURSE","54","56.16"
"85023A","CRYSTAL LARGE JEWELLED PHOTO FRAME","22","56.10"
"90033","IVORY SHELL HEART EARRINGS","22","55.88"
"85080","PADDED RED HEART DECORATION","113","55.76"
"90182C","BLACK 3 BEAD DROP EARRINGS","19","55.74"
"90177A","CLASSIC DIAMANTE EARRINGS JET","19","55.69"
"90214T","LETTER ""T"" BLING KEY RING","57","55.57"
"90001B","ANTIQUE MID BLUE FLOWER EARRINGS","13","55.12"
"85151","WELCOME METAL SIGN","44","55.00"
"90014A","SILVER M.O.P. ORBIT NECKLACE","11","54.80"
"90135A","ORANGE/FUSCHIA STONES NECKLACE","11","54.62"
"90142D","MOP PENDANT SHELL NECKLACE","11","54.59"
"90043","COPPER AND BRASS BAG CHARM","10","54.51"
"20953","PORCELAIN CHERUB BELL LARGE","33","54.45"
"20820","SILVER LOOKING MIRROR","11","54.45"
"90084","PINK CRYSTAL GUITAR PHONE CHARM","64","54.40"
"46115B","GREEN POP ART MAO CUSHION COVER","286","54.34"
"22345","PARTY PIZZA DISH BLUE WHITE SPOT","53","54.28"
"23389","SPACEBOY MINI RUCKSACK","13","53.95"
"22252","BIRDCAGE DECORATION MAGIC GARDEN","21","53.55"
"84559b","3D SHEET OF CAT STICKERS","32","53.54"
"84660b","BLACK STITCHED WALL CLOCK","7","53.18"
"72798C","SET/4 GARDEN ROSE DINNER CANDLE","28","53.11"
"84660a","WHITE STITCHED WALL CLOCK","7","52.70"
"84899E","YELLOW + BROWN BEAR FELT PURSE KIT","39","52.65"
"84845C","CARNATION SQUARE HANDY TIN","42","52.50"
"23035","DOORKNOB CERAMIC IVORY","36","52.20"
"23196","RETO LEAVES MAGNETIC SHOPPING LIST","36","52.20"
"20870","OPULENT VELVET CANDLE IN BOX","29","52.20"
"84292B","BLUE COL METAL FOLDING CHAIR","8","51.80"
"84845D","GERANIUM SQUARE HANDY TIN","41","51.25"
"84402B","PURPLE DRESS JEWELLERY STAND","62","51.14"
"35071","ASSORTED SANTA CHRISTMAS DECORATION","50","51.14"
"20964","POLYESTER FILLER PAD 60x40cm","20","51.00"
"84612B","SET/4 BLACK  BAROQUE FLOCK COASTER","20","51.00"
"84968f","SET OF 16 VINTAGE SKY BLUE CUTLERY","2","50.98"
"85069","CREAM SWEETHEART DOUBLE SHELF","3","50.85"
"22846","BREAD BIN, DINER STYLE, RED","3","50.85"
"85035b","CHOCOLATE 3 WICK MORRIS BOX CANDLE","6","50.82"
"22889","NUMBER TILE VINTAGE FONT, No","23","50.70"
"85124a","PINK JUICY FRUIT PHOTO FRAME","10","50.60"
"35916B","BLUE FELT HANGING HEART WITH FLOWER","75","50.57"
"90034","WHITE SILVER NECKLACE SHELL GLASS","5","50.48"
"72083A","STRAWBERY SWIRL FLARE CANDLE","24","50.40"
"72801c","S/4 ROSE PINK DINNER CANDLES","20","50.20"
"22657","HEN & 2 CHICKS IN BASKET","59","50.15"
"90141E","ORANGE PENDANT TRIPLE SHELL NECKLAC","10","50.06"
"72817","SET/2 CHRISTMAS DECOUPAGE CANDLES","40","50.00"
"23603","SET 10 CARD KRAFT REINDEER 17084","20","49.80"
"23197","VEGETABLE MAGNETIC  SHOPPING LIST","36","49.80"
"90052","CRACKED GLAZE NECKLACE BROWN","7","49.58"
"23015","CORDIAL JUG","6","49.50"
"84537B","FAIRY CAKES GIFT BAG","117","49.14"
"72129","COLUMBIAN CANDLE ROUND","74","49.11"
"37491A","YELLOW/PINK CERAMIC CANDLE HOLDER","18","48.30"
"35603C","SET/16 WHITE SHINY & MATT BAUBLES","83","48.30"
"90083","CRYSTAL CZECH CROSS PHONE CHARM","52","48.08"
"47591A","CAROUSEL CHILDRENS APRON","29","47.97"
"84608","ORNATE EDWARDIAN CANDLE HOLDER","6","47.70"
"21347","GOTHIC CARRIAGE LANTERN","8","47.60"
"23539","WALL ART , LOVES' SECRET","8","47.60"
"35909B","PINK FLOWERS RABBIT EASTER","16","47.20"
"20895","VINTAGE NOTEBOOK FRENCH LETTER","16","47.20"
"37462E","PET MUG, GOLDFISH","107","47.12"
"90067B","BROWN VINTAGE VICTORIAN EARRINGS","16","47.12"
"84227","HEN HOUSE W CHICK IN NEST","112","47.04"
"90181C","BLACK GLASS/SHELL/PEARL NECKLACE","5","46.93"
"84596f","SMALL MARSHMALLOWS PINK BOWL","19","46.89"
"84857B","BLUE MONTE CARLO HANDBAG","24","46.80"
"20988","TRELLIS FLOWER CHOPSTICKS SET/5","24","46.80"
"90001C","ANTIQUE OPAL WHITE FLOWER EARRINGS","11","46.70"
"90001A","ANTIQUE RASPBERRY FLOWER EARRINGS","11","46.60"
"81952B","ROUND BLUE CLOCK W/SUCKER","54","46.56"
"37489A","YELLOW/PINK FLOWER DESIGN BIG MUG","46","46.56"
"16050","TEATIME PENCIL WITH RUBBER","151","46.45"
"47341A","FUSCHIA TABLE RUN FLOWER","29","46.25"
"23107","WHITE WIRE PLANT POT HOLDER","16","46.24"
"90128A","PINK LEAVES AND BEADS PHONE CHARM","31","46.21"
"72024U","LILAC VOTIVE CANDLE","220","46.20"
"84951b","S/4 BLACK LOVEBIRD COASTERS","9","46.20"
"85081","PADDED HOLLY CHRISTMAS DECORATION","104","46.17"
"85132c","CHARLIE AND LOLA FIGURES TINS","4","46.10"
"23047","PAPER LANTERN 5 POINT STUDDED STAR","8","46.00"
"84626","CANDY STRIPE ROSE QUILT","1","45.95"
"22604","SET OF 4 NAPKIN CHARM CUTLERY","18","45.90"
"35611B","BLACK ASSORTED DROPLET DECORATION","62","45.76"
"72724","SET/6 CHRISTMAS ICICLE T-LIGHTS","36","45.00"
"16161C","WRAP SPEED DEMONS","450","45.00"
"22347","PIZZA DISH SLICE","36","45.00"
"22406","TIN CAN KINGS CHOICE DESIGN","36","45.00"
"23625","SET 6 CARDS SPARKLY REINDEER 17262","9","44.91"
"90059B","DIAMANTE HAIR GRIP PACK/2 BLACK DIA","27","44.87"
"84906","PINK BUTTERFLY CUSHION COVER","23","44.85"
"21685","MEDINA STAMPED METAL TRAY","3","44.85"
"90135","ORANGE/WHT/FUSCHIA STONES NECKLACE","9","44.75"
"90197D","AMBER GLASS BRACELET HEART CHARMS","9","44.55"
"72796B","S/3 FRENCH VANILLA SQU CANDLE","27","44.55"
"90011A","MIDNIGHT BLUE CRYSTAL DROP EARRINGS","15","44.28"
"35085E","IVORY ROSE LAMPSHADE","39","44.25"
"84586L","PINK ROSES/GINGHAM PATCH RABBIT 8""","15","44.25"
"90125E","AMBER BERTIE GLASS BEAD BAG CHARM","18","44.19"
"35815B","ACRYLIC JEWEL SNOWFLAKE,BLUE","95","43.94"
"17014C","ORIGAMI LAVENDER INCENSE CONES","97","43.75"
"79063C","RETRO PILL BOX KEY CHAIN,THE KING","235","43.65"
"90042B","FRESHWATER PEARL BRACELET PINK","17","43.35"
"18097A","PINK TALL PORCELAIN T-LIGHT HOLDER","17","43.35"
"35822P","ACRYLIC BEAD CHAIN, PINK","114","43.32"
"90054","CRACKED GLAZE EARRINGS RED","17","43.02"
"23038","T-LIGHT HOLDER SILVER SAUCER","44","42.92"
"22987","WRAP SUMMER ROSE DESIGN","102","42.84"
"79066k","RETRO MOD TRAY","26","42.71"
"84993a","75 GREEN PETIT FOUR CASES","51","42.71"
"21596","Hypochondriac Pill Stress Ball","10","42.64"
"21815","STAR  T-LIGHT HOLDER","25","42.61"
"90024A","NEW BAROQUE B'FLY NECKLACE BLACK","5","42.50"
"22346","PARTY PIZZA DISH GREEN WHITE SPOT","40","42.30"
"90126C","AMBER BERTIE MOBILE PHONE CHARM","21","42.10"
"72771C","BLACK FLOCK GOLD CANDLE","54","42.08"
